Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Ventimiglia - Stazione,Grasse ,TER,86052,10-03-2023,16:11:00,16:11:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86065,10-03-2023,16:47:00,16:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6165,10-03-2023,16:58:00,16:58:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Avignon TGV', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Ventimiglia - Stazione,Grasse ,TER,86056,10-03-2023,17:10:30,17:10:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Menton,Marseille - Saint-Charles ,TER,881752,10-03-2023,17:27:00,17:27:00,0,,"['Menton', 'Carnoles', 'Monaco Monte Carlo', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Biot', 'Antibes', 'Juan les Pins', 'Cannes', 'Cannes la Bocca', 'Mandelieu-la-Napoule', 'Saint-Raphaël - Valescure', 'Fréjus', 'Les Arcs - Draguignan', 'Carnoules', 'Toulon', 'Marseille - Saint-Charles']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86073,10-03-2023,17:31:00,17:31:00,0,,"['Cannes la Bocca', 'Cannes', 'Juan les Pins', 'Antibes', 'Biot', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Monaco Monte Carlo', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86058,10-03-2023,17:41:00,17:41:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86071,10-03-2023,17:47:00,17:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86062,10-03-2023,18:11:00,18:11:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86075,10-03-2023,18:17:00,18:17:00,0,,"['Cannes la Bocca', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86064,10-03-2023,18:41:00,18:41:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86077,10-03-2023,18:47:00,18:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Cannes ,TER,86066,10-03-2023,19:11:30,19:11:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Grasse,Ventimiglia - Stazione ,TER,86081,10-03-2023,19:17:00,19:17:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Marseille - Saint-Charles,Nice ,TER,17491,10-03-2023,19:37:00,19:37:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Les Arcs - Draguignan', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice Saint-Augustin', 'Nice']"
Ventimiglia - Stazione,Grasse ,TER,86070,10-03-2023,19:41:00,19:41:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6077,10-03-2023,19:58:00,19:58:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Marseille - Saint-Charles', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Ventimiglia - Stazione,Cannes ,TER,86072,10-03-2023,20:11:00,20:11:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Grasse,Ventimiglia - Stazione ,TER,86087,10-03-2023,20:17:00,20:17:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Marseille - Saint-Charles,Nice ,TER,17495,10-03-2023,20:37:00,20:37:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Carnoules', 'Les Arcs - Draguignan', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice Saint-Augustin', 'Nice']"
Ventimiglia - Stazione,Grasse ,TER,86074,10-03-2023,20:41:00,20:41:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86093,10-03-2023,21:16:30,21:16:30,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Grasse,Nice ,TER,881181,10-03-2023,21:48:00,21:48:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,OUIGO,7853,10-03-2023,21:59:00,21:59:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Toulon', 'Les Arcs - Draguignan', 'Cannes', 'Antibes', 'Nice']"
Grasse,Ventimiglia - Stazione ,TER,86095,10-03-2023,22:19:30,22:19:30,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86004,11-03-2023,06:41:00,06:41:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86009,11-03-2023,06:55:00,06:55:00,0,,"['Cannes la Bocca', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86010,11-03-2023,07:37:00,07:37:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86015,11-03-2023,07:48:00,07:48:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Cannes la Bocca ,TER,86012,11-03-2023,08:07:30,08:07:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Cannes la Bocca']"
Ventimiglia - Stazione,Grasse ,TER,86014,11-03-2023,08:38:30,08:38:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86023,11-03-2023,08:47:00,08:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Cannes ,TER,86018,11-03-2023,09:11:00,09:11:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Ventimiglia - Stazione,Grasse ,TER,86020,11-03-2023,09:40:30,09:40:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86027,11-03-2023,09:47:00,09:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Dieppe,Rouen Rive Droite ,TER,851714,10-03-2023,10:56:00,10:51:00,5,Régulation du trafic,"['Dieppe', 'Auffay', 'Clères', 'Montville', 'Rouen Rive Droite']"
Le Havre,Paris Saint-Lazare ,TER,3110,10-03-2023,10:58:30,10:58:30,0,,"['Le Havre', 'Bréauté - Beuzeville', 'Yvetot', 'Rouen Rive Droite', 'Paris Saint-Lazare']"
